Industry,Funding Stage,Product Stage,Backend Tech Stack,Frontend Tech,Compute Platform,AMD Platform Used,Primary Model Used,Founded Year,Total Funding ($),Team Size,Monthly Recurring Revenue ($),Valuation ($),Customer Base,"Fireworks AI Credits Used ($, cumulative)",Social Media Followers,Success Score
EdTech AI,Pre-Seed,Prototype,"TypeScript, Fastify",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2023,1065.0,3,19.0,7800.0,39,60.59,1782,7.9
Climate & Energy AI,Bootstrapped,Private Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2025,27.0,1,0.3,5100.0,32,26.45,12948,7.3
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,714.0,5,21.4,5200.0,65,33.23,1465,8.7
Legal & Compliance AI,Bootstrapped,Prototype,"Node.js, Express",Next.js,Fireworks AI API,—,Kimi K2.6,2025,34.0,1,5.4,3100.0,22,74.2,338,6.5
Logistics & Supply Chain AI,Pre-Seed,MVP,"Node.js, GraphQL",Vue,Fireworks AI API,—,Kimi K2.6,2023,634.0,5,16.8,5900.0,374,437.9,5027,10.0
HealthTech AI,Bootstrapped,MVP,"Java, Quarkus",React,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2026,15.0,3,1.0,3300.0,22,0.0,2785,6.3
Robotics & Vision AI,Angel,MVP,"Java, Quarkus",React,Own AMD GPU cluster,AMD Radeon PRO W7900,CodeLlama 34B,2025,1034.0,6,166.6,11600.0,23,0.0,2910,9.8
Creative & Media AI,Bootstrapped,MVP,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,SDXL Turbo,2025,34.0,3,2.8,3400.0,142,0.0,3582,9.3
Developer Tools,Seed,Launched,"Java, Quarkus",Next.js,Fireworks AI API,—,Kimi K2.5,2025,7246.0,10,187.0,32400.0,171,118.27,2283,10.0
Creative & Media AI,Bootstrapped,Idea / Concept,"Java, Spring Boot",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2023,73.0,1,0.0,1900.0,49,38.8,2630,6.0
FinTech AI,Bootstrapped,Idea / Concept,"Java, Spring Boot",Vue,Fireworks AI API,—,Kimi K2.5,2025,123.0,2,0.7,2100.0,2,12.64,288,4.2
Gaming AI,Bootstrapped,Public Beta,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 8B,2023,21.0,2,1.9,3100.0,16,0.0,2661,5.5
Enterprise SaaS,Bootstrapped,Public Beta,"Node.js, Express",React Native,Fireworks AI API,—,MiniMax-M2.7,2025,102.0,1,2.7,3300.0,35,13.0,3075,4.6
E-commerce AI,Angel,MVP,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2025,1205.0,5,0.7,11200.0,17,0.0,8650,9.4
E-commerce AI,Bootstrapped,Idea / Concept,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2023,132.0,3,19.8,1800.0,34,38.96,632,6.0
Voice & Audio AI,Bootstrapped,Public Beta,"Node.js, Express",React,Fireworks AI API,—,DeepSeek V4 Pro,2026,102.0,2,5.4,4300.0,321,33.1,1824,10.0
HealthTech AI,Pre-Seed,MVP,"Java, Spring Boot",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2024,599.0,3,9.5,5000.0,63,452.51,887,10.0
Voice & Audio AI,Pre-Seed,Prototype,"Java, Spring Boot",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2023,660.0,2,18.8,5600.0,127,0.0,4004,8.8
Legal & Compliance AI,Bootstrapped,MVP,"Java, Micronaut",React,Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2026,72.0,2,1.7,4700.0,88,0.0,1399,6.4
FinTech AI,Pre-Seed,MVP,"Java, Quarkus",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2025,1339.0,2,35.8,12200.0,73,16.0,1402,7.9
Enterprise SaaS,Pre-Seed,Public Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,1129.0,3,56.6,7300.0,111,0.0,2321,9.4
FinTech AI,Angel,Private Beta,"Java, Micronaut",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2023,1794.0,4,18.3,6700.0,128,80.01,7601,10.0
HealthTech AI,Seed,MVP,"Node.js, Express",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2025,7398.0,7,431.5,64100.0,40,217.5,1896,10.0
Gaming AI,Pre-Seed,Prototype,"Node.js, Express",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2023,856.0,4,41.7,5600.0,155,478.02,3321,10.0
Developer Tools,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,GLM 5.1,2023,134.0,3,3.0,4700.0,84,197.44,2736,10.0
Legal & Compliance AI,Bootstrapped,Public Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,GLM 5.1,2026,125.0,2,4.4,3300.0,21,5.15,5658,5.0
Climate & Energy AI,Bootstrapped,MVP,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2024,17.0,2,1.8,2200.0,2,135.47,4757,9.0
EdTech AI,Angel,MVP,"Node.js, Express",Next.js,Fireworks AI API,—,Kimi K2.5,2024,2849.0,6,184.4,13100.0,60,299.28,6776,10.0
Voice & Audio AI,Series A,Public Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,Kimi K2.6,2025,57567.0,10,4717.3,464300.0,68,2484.59,323,10.0
HealthTech AI,Seed,Prototype,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2025,7841.0,4,300.8,42600.0,78,0.0,1918,10.0
Creative & Media AI,Angel,MVP,"Java, Micronaut",Vue,Fireworks AI API,—,Kimi K2.5,2026,995.0,6,24.6,6300.0,204,2.21,172,9.9
Cybersecurity AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Whisper Large v3,2026,629.0,5,3.6,6600.0,64,0.0,1047,7.6
E-commerce AI,Seed,Prototype,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2024,19415.0,8,1603.0,140400.0,441,0.0,950,10.0
Developer Tools,Bootstrapped,Public Beta,"Node.js, NestJS",React Native,Fireworks AI API,—,GLM 5.1,2023,32.0,2,0.7,800.0,148,155.11,2887,10.0
E-commerce AI,Bootstrapped,Prototype,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,GLM 5.1,2023,26.0,3,1.0,2700.0,54,149.64,933,9.6
FinTech AI,Seed,Launched,"Java, Micronaut",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2025,15372.0,8,1538.8,115700.0,56,0.0,1524,10.0
HealthTech AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2026,1161.0,3,11.4,11600.0,19,1.5,461,5.7
E-commerce AI,Pre-Seed,Private Beta,"Node.js, GraphQL",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,386.0,4,11.7,5000.0,96,0.0,2139,7.0
Cybersecurity AI,Pre-Seed,MVP,"Node.js, NestJS",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,CodeLlama 34B,2025,253.0,5,6.7,3900.0,9,0.0,2130,6.0
E-commerce AI,Bootstrapped,MVP,"Java, Spring Boot",React,Fireworks AI API,—,Kimi K2.5,2024,123.0,2,5.6,1600.0,34,131.74,906,9.6
EdTech AI,Pre-Seed,Prototype,"TypeScript, Fastify",React,Fireworks AI API,—,DeepSeek V4 Pro,2026,1064.0,4,30.4,12000.0,48,20.28,491,8.6
Robotics & Vision AI,Pre-Seed,Public Beta,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Stable Diffusion XL,2026,1340.0,3,15.7,7700.0,26,0.0,1779,7.3
Gaming AI,Pre-Seed,MVP,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Qwen2.5 32B,2024,229.0,2,33.2,3800.0,38,0.0,8548,7.1
Cybersecurity AI,Bootstrapped,Private Beta,"Java, Micronaut",Vue,Fireworks AI API,—,Kimi K2.5,2023,37.0,2,0.7,4000.0,24,25.02,1398,4.9
Climate & Energy AI,Angel,Idea / Concept,"Node.js, Express",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2024,1457.0,5,87.3,8600.0,1,493.82,378,10.0
Developer Tools,Pre-Seed,Idea / Concept,"Node.js, GraphQL",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2023,782.0,2,19.3,4100.0,26,0.0,551,6.7
Robotics & Vision AI,Seed,Prototype,"Java, Quarkus",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Qwen2.5 32B,2025,10990.0,6,2218.5,72600.0,12,0.0,5840,10.0
HealthTech AI,Bootstrapped,Private Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,GLM 5.1,2023,41.0,2,1.4,1300.0,32,94.4,4126,9.0
Robotics & Vision AI,Angel,MVP,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,SDXL Turbo,2025,2599.0,2,140.0,26600.0,10,0.0,993,10.0
Enterprise SaaS,Pre-Seed,Idea / Concept,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2023,743.0,2,63.8,7300.0,54,0.0,731,7.9
E-commerce AI,Series A,Private Beta,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Stable Diffusion XL,2025,23406.0,10,2196.5,163900.0,17,0.0,2922,10.0
E-commerce AI,Pre-Seed,Private Beta,"Java, Spring Boot",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Stable Diffusion XL,2025,701.0,2,37.2,5800.0,5,0.0,2890,6.5
Enterprise SaaS,Bootstrapped,Private Beta,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI325X,SDXL Turbo,2026,105.0,3,0.5,3600.0,34,0.0,994,6.2
Climate & Energy AI,Series A,Idea / Concept,"Node.js, Express",Vue,Fireworks AI API,—,Kimi K2.5,2024,70414.0,13,2565.8,268200.0,286,720.05,1100,10.0
Voice & Audio AI,Pre-Seed,Prototype,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2024,1407.0,2,130.3,12500.0,58,0.0,184,8.2
Creative & Media AI,Bootstrapped,Public Beta,"Node.js, NestJS",React,Fireworks AI API,—,DeepSeek V4 Pro,2024,92.0,2,3.5,2600.0,12,341.89,650,8.0
Voice & Audio AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2025,80.0,1,13.4,3400.0,96,0.0,1119,6.9
E-commerce AI,Angel,Prototype,"Java, Spring Boot",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2026,2770.0,6,89.0,26800.0,48,11.42,38,10.0
Legal & Compliance AI,Bootstrapped,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2025,45.0,3,1.3,1400.0,22,0.0,144,5.4
Enterprise SaaS,Bootstrapped,Private Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,Kimi K2.6,2023,64.0,1,0.3,5100.0,26,450.55,1708,9.4
Robotics & Vision AI,Seed,Public Beta,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2023,2800.0,10,364.0,10600.0,106,168.21,1237,10.0
E-commerce AI,Seed,MVP,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,AMD Instinct MI325X,Whisper Large v3,2024,14686.0,11,1225.6,135900.0,177,0.0,326,10.0
Logistics & Supply Chain AI,Bootstrapped,MVP,"Node.js, GraphQL",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2024,145.0,3,1.9,4400.0,30,0.0,547,5.8
Gaming AI,Pre-Seed,Private Beta,"TypeScript, Fastify",React,Fireworks AI API,—,GLM 5.1,2024,422.0,2,5.8,3600.0,32,160.51,849,10.0
FinTech AI,Pre-Seed,MVP,"TypeScript, Fastify",React Native,Fireworks AI API,—,Kimi K2.6,2025,232.0,2,44.4,3500.0,5,139.99,3833,9.2
Enterprise SaaS,Bootstrapped,MVP,"Node.js, NestJS",Svelte,Fireworks AI API,—,Kimi K2.6,2026,139.0,2,2.1,5800.0,31,12.42,14759,6.4
Climate & Energy AI,Seed,Prototype,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,MiniMax-M2.7,2023,13111.0,11,306.2,45100.0,113,70.56,4386,10.0
Logistics & Supply Chain AI,Angel,Public Beta,"Java, Quarkus",React,Own AMD GPU cluster,AMD Instinct MI325X,SDXL Turbo,2025,2879.0,3,19.5,13900.0,31,0.0,1640,9.2
Cybersecurity AI,Bootstrapped,Idea / Concept,"Java, Spring Boot",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2026,21.0,1,0.5,1800.0,6,0.0,81,4.8
Logistics & Supply Chain AI,Seed,Prototype,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2023,9207.0,4,170.7,39000.0,77,0.0,1373,10.0
Voice & Audio AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Llama 3.1 70B,2025,499.0,2,3.1,4700.0,64,0.0,162,6.4
EdTech AI,Angel,Prototype,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2025,2152.0,3,506.4,18200.0,52,0.0,2422,10.0
FinTech AI,Bootstrapped,Launched,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,Kimi K2.5,2025,22.0,2,0.0,700.0,4,111.44,5252,10.0
EdTech AI,Pre-Seed,Prototype,"Java, Micronaut",Next.js,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2023,284.0,5,3.0,4200.0,238,0.0,22,10.0
Climate & Energy AI,Bootstrapped,Prototype,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2026,24.0,2,1.6,2800.0,0,9.67,1109,4.1
Climate & Energy AI,Pre-Seed,MVP,"Node.js, Express",Vue,Fireworks AI API,—,Kimi K2.6,2025,920.0,3,25.8,10800.0,18,102.28,2255,10.0
Legal & Compliance AI,Pre-Seed,Private Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,Kimi K2.6,2023,1000.0,3,74.0,3400.0,82,178.46,2962,10.0
Creative & Media AI,Pre-Seed,MVP,"Node.js, NestJS",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 8B,2026,1063.0,3,21.4,6800.0,52,0.0,74,6.7
Creative & Media AI,Pre-Seed,Public Beta,"Java, Quarkus",React,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2025,1278.0,5,34.2,15300.0,52,0.0,2076,10.0
EdTech AI,Bootstrapped,Private Beta,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,CodeLlama 34B,2023,11.0,1,0.2,1500.0,94,0.0,2698,6.3
Creative & Media AI,Pre-Seed,Private Beta,"Node.js, NestJS",Next.js,Own AMD GPU cluster,ROCm on MI300X cluster,CodeLlama 34B,2023,1080.0,3,32.1,8400.0,0,0.0,962,7.4
Voice & Audio AI,Pre-Seed,MVP,"Java, Quarkus",Next.js,Fireworks AI API,—,MiniMax-M2.7,2025,104.0,3,0.5,5500.0,257,16.34,253,9.7
Gaming AI,Pre-Seed,Prototype,"Java, Spring Boot",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2025,1482.0,3,91.9,15000.0,12,0.0,3755,9.2
HealthTech AI,Pre-Seed,Prototype,"Node.js, Express",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2026,969.0,4,25.3,8600.0,19,0.75,1044,5.2
HealthTech AI,Pre-Seed,MVP,"Java, Quarkus",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Qwen2.5 32B,2026,970.0,4,82.4,6200.0,2,0.0,130,6.7
EdTech AI,Pre-Seed,MVP,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2024,1309.0,5,4.2,9800.0,129,0.0,9355,10.0
Robotics & Vision AI,Angel,Public Beta,"Java, Quarkus",React Native,Fireworks AI API,—,GLM 5.1,2025,2891.0,5,22.9,16200.0,19,91.6,3999,10.0
Legal & Compliance AI,Pre-Seed,Public Beta,"Node.js, GraphQL",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2026,1019.0,4,15.4,11400.0,8,32.97,408,7.0
Robotics & Vision AI,Pre-Seed,Public Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2026,749.0,4,42.6,8000.0,159,0.0,94,9.3
Cybersecurity AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2024,93.0,3,7.7,5400.0,55,0.0,729,6.2
Logistics & Supply Chain AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2025,683.0,5,59.7,5400.0,84,0.0,625,9.7
FinTech AI,Pre-Seed,Public Beta,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2024,1351.0,5,122.2,11300.0,127,16.72,1897,9.7
Gaming AI,Bootstrapped,Prototype,"Node.js, GraphQL",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Llama 3.1 70B,2026,20.0,1,0.3,600.0,9,0.0,3464,6.0
Developer Tools,Bootstrapped,Launched,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 70B,2024,34.0,3,3.2,2300.0,5,0.0,2250,7.0
HealthTech AI,Series A,Prototype,"Java, Spring Boot + Kafka",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2024,33414.0,17,782.2,272700.0,47,0.0,695,10.0
Gaming AI,Angel,Prototype,"Java, Micronaut",React,Own AMD GPU cluster,AMD Instinct MI300X,Stable Diffusion XL,2025,1182.0,6,107.2,10900.0,142,0.0,1026,10.0
E-commerce AI,Seed,MVP,"Node.js, Express",React,Fireworks AI API,—,MiniMax-M2.7,2026,5000.0,9,53.6,36800.0,10,0.36,2887,10.0
Logistics & Supply Chain AI,Bootstrapped,Prototype,"Node.js, NestJS",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2024,66.0,1,0.2,500.0,8,15.23,990,3.2
Cybersecurity AI,Bootstrapped,Public Beta,"Java, Spring Boot",Vue,Fireworks AI API,—,GLM 5.1,2024,132.0,2,5.4,1300.0,6,16.2,910,4.9
Voice & Audio AI,Bootstrapped,Public Beta,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2024,13.0,3,1.3,3500.0,17,0.0,1609,4.9
FinTech AI,Bootstrapped,Idea / Concept,"Node.js, GraphQL",React Native,Fireworks AI API,—,GLM 5.1,2024,104.0,2,2.4,700.0,106,122.18,363,9.4
Robotics & Vision AI,Pre-Seed,MVP,"Java, Spring Boot",React Native,Fireworks AI API,—,Kimi K2.5,2023,372.0,5,25.5,6100.0,160,278.47,177,10.0
Voice & Audio AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2024,1404.0,3,187.6,12200.0,21,0.0,1219,9.1
Enterprise SaaS,Angel,Public Beta,"Node.js, Express",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2025,2191.0,2,7.1,16300.0,70,4.29,3976,7.7
Climate & Energy AI,Angel,Idea / Concept,"TypeScript, Fastify",React,Fireworks AI API,—,GLM 5.1,2025,895.0,6,26.6,6000.0,104,110.3,401,10.0
Developer Tools,Bootstrapped,Launched,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2026,63.0,1,1.4,500.0,42,0.0,6644,6.7
Gaming AI,Pre-Seed,Public Beta,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2025,535.0,2,7.6,5300.0,6,9.07,2823,4.3
Creative & Media AI,Series A,MVP,"Java, Quarkus",React,Fireworks AI API,—,MiniMax-M2.7,2025,65268.0,14,638.5,318200.0,65,54.6,1083,10.0
E-commerce AI,Bootstrapped,MVP,"Node.js, Express",React Native,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2025,33.0,1,0.1,4300.0,49,0.0,1675,5.4
Developer Tools,Series A,MVP,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,GLM 5.1,2026,56653.0,8,6049.7,364700.0,174,66.77,426,10.0
Logistics & Supply Chain AI,Seed,Launched,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Whisper Large v3,2025,18224.0,4,254.1,55600.0,28,0.0,318,10.0
Logistics & Supply Chain AI,Seed,MVP,"Java, Spring Boot",Svelte,Fireworks AI API,—,Kimi K2.5,2023,5187.0,7,421.3,25900.0,12,649.47,2382,10.0
Legal & Compliance AI,Series A,Idea / Concept,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2025,61490.0,16,1270.3,521300.0,181,638.4,1467,10.0
Cybersecurity AI,Bootstrapped,MVP,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.5,2026,132.0,1,3.8,4300.0,162,1.52,2119,7.1
Legal & Compliance AI,Bootstrapped,Prototype,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Mixtral 8x7B,2024,119.0,1,8.7,500.0,9,0.0,2306,4.2
HealthTech AI,Pre-Seed,MVP,"Java, Spring Boot",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,1397.0,2,9.1,12700.0,30,0.0,3468,7.7
Cybersecurity AI,Bootstrapped,MVP,"Java, Quarkus",Vue,Fireworks AI API,—,Kimi K2.6,2025,32.0,3,0.3,4900.0,75,46.5,3877,9.2
FinTech AI,Pre-Seed,Launched,"Java, Quarkus",React,Fireworks AI API,—,GLM 5.1,2025,429.0,4,80.3,5400.0,56,109.97,3187,10.0
EdTech AI,Bootstrapped,Private Beta,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Radeon PRO W7900,SDXL Turbo,2024,109.0,3,11.1,2200.0,35,0.0,295,5.2
E-commerce AI,Bootstrapped,Launched,"Node.js, GraphQL",Vue,Fireworks AI API,—,Kimi K2.5,2026,45.0,2,0.4,1000.0,19,5.07,1060,3.9
Developer Tools,Pre-Seed,Public Beta,"Node.js, Express",Svelte,Own AMD GPU cluster,AMD Instinct MI300X,Mixtral 8x7B,2023,1300.0,2,269.4,6400.0,54,0.0,10465,10.0
Climate & Energy AI,Seed,Idea / Concept,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2023,18260.0,11,1394.7,151300.0,126,0.0,2270,10.0
Logistics & Supply Chain AI,Seed,Prototype,"Java, Micronaut",Vue,Fireworks AI API,—,MiniMax-M2.7,2025,11481.0,11,67.0,91700.0,173,33.44,1712,10.0
Voice & Audio AI,Pre-Seed,Prototype,"Node.js, NestJS",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2024,175.0,3,35.0,3200.0,38,18.95,3605,6.1
Gaming AI,Seed,Idea / Concept,"Java, Quarkus",Vue,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,8531.0,9,110.2,70700.0,236,0.0,1772,10.0
Legal & Compliance AI,Bootstrapped,MVP,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Whisper Large v3,2024,137.0,1,6.0,4700.0,20,0.0,811,4.2
Enterprise SaaS,Bootstrapped,Prototype,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2026,39.0,3,2.8,5200.0,48,0.0,379,6.6
Logistics & Supply Chain AI,Pre-Seed,MVP,"Java, Quarkus",Svelte,Fireworks AI API,—,MiniMax-M2.7,2023,1153.0,4,37.9,13700.0,117,45.89,4659,10.0
FinTech AI,Pre-Seed,MVP,"Java, Spring Boot",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2025,1030.0,4,14.8,7900.0,70,182.36,700,10.0
Logistics & Supply Chain AI,Bootstrapped,Prototype,"Node.js, NestJS",Next.js,Fireworks AI API,—,MiniMax-M2.7,2026,122.0,2,3.5,5300.0,111,1.39,5427,6.2
Developer Tools,Bootstrapped,MVP,"Node.js, GraphQL",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2025,70.0,1,0.8,1000.0,101,81.39,2097,9.8
HealthTech AI,Bootstrapped,MVP,"Node.js, GraphQL",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2023,142.0,3,17.0,5900.0,181,253.51,3283,10.0
HealthTech AI,Seed,Prototype,"Java, Micronaut",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2025,4563.0,8,498.1,37200.0,104,18.08,2234,10.0
Voice & Audio AI,Seed,MVP,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2025,17189.0,8,1405.8,76200.0,150,0.0,3862,10.0
Voice & Audio AI,Bootstrapped,MVP,"Node.js, NestJS",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2025,107.0,2,1.2,1300.0,102,5.8,2515,6.4
Gaming AI,Bootstrapped,Idea / Concept,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Flash,2025,122.0,1,1.1,1300.0,8,5.74,8118,4.6
Logistics & Supply Chain AI,Series A,Public Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,MiniMax-M2.7,2025,53350.0,14,667.1,235700.0,153,37.96,752,10.0
Gaming AI,Seed,Prototype,"Node.js, NestJS",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2025,15863.0,11,535.9,91900.0,57,229.73,679,10.0
Voice & Audio AI,Bootstrapped,Launched,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2026,9.0,2,0.2,2200.0,64,0.35,412,4.1
Voice & Audio AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 8B,2025,100.0,3,2.6,3000.0,330,0.0,274,10.0
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Quarkus",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2025,1382.0,3,16.8,7800.0,37,9.9,2481,6.9
Enterprise SaaS,Bootstrapped,Public Beta,"TypeScript, Fastify",React,Fireworks AI API,—,GLM 5.1,2024,150.0,3,21.5,2000.0,7,152.39,1250,8.6
Logistics & Supply Chain AI,Angel,Idea / Concept,"Node.js, NestJS",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,SDXL Turbo,2025,2326.0,2,36.6,18300.0,3,0.0,5186,7.9
Gaming AI,Pre-Seed,Launched,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2025,1232.0,5,4.7,7700.0,55,34.54,395,8.3
